case_id,total_duration,num_events,unique_activities,mean_duration,std_duration,min_duration,max_duration,avg_gap,std_gap,num_unique_resources,senior_ratio,junior_ratio,has_loop,has_skip,missing_activities,extra_activities,wrong_order_ratio,is_anomaly,subtype
C0163,1859.9850474895668,5,5,371.98504748956674,264.0,120.0,840.0,3.4850474895667616,1.5,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0164,1440.0172991509107,5,5,288.0172991509108,191.24852940611072,120.0,660.0,2.7672991509108082,1.299038105676658,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0165,1740.0055385809508,5,5,348.00553858095066,144.0,180.0,540.0,2.7555385809506627,1.479019945774904,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0166,3300.0057926897534,5,5,660.0057926897533,221.2690669750293,420.0,1080.0,3.0057926897533505,1.5811388300841898,1,1.0,0.0,0,0,0,0,0.0,0,dominant
C0167,480.00642297476134,5,5,96.00642297476134,29.393876913398138,60.0,120.0,2.506422974761338,1.5,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0168,1739.9893979230067,5,5,347.9893979230067,198.63534428696218,120.0,660.0,3.7393979230066936,1.6393596310755,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0169,1200.0180215672092,5,5,240.0180215672092,100.39920318408906,120.0,360.0,3.76802156720918,0.82915619758885,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0170,1439.9876127303062,5,5,287.9876127303063,79.5989949685296,180.0,420.0,0.9876127303062846,0.0,2,0.4,0.6,0,0,0,0,0.0,0,dominant
C0171,839.9982827996752,5,5,167.99828279967514,133.62634470792054,60.0,420.0,1.2482827996751433,0.4330127018922193,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0172,2699.9885028925887,5,5,539.9885028925885,303.5786553761644,180.0,900.0,2.738502892588541,1.479019945774904,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0173,1380.0001307907507,5,5,276.00013079075075,111.28342194594845,120.0,420.0,3.0001307907507626,1.5811388300841898,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0174,1979.9977530530714,5,5,395.9977530530713,277.8200856669654,120.0,900.0,2.747753053071284,1.479019945774904,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0175,300.01004938666165,5,5,60.010049386661635,0.0,60.0,60.0,3.010049386661638,1.5811388300841898,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0176,1679.9950089103124,5,5,335.99500891031244,290.4892424858449,120.0,900.0,3.745008910312436,0.82915619758885,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0177,2159.9997252894877,5,5,431.9997252894877,252.85569006846572,180.0,900.0,3.7497252894876643,1.0897247358851685,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0178,1979.9994307357927,5,5,395.99943073579277,184.3474979488466,240.0,720.0,1.7494307357927603,0.82915619758885,2,0.4,0.6,0,0,0,0,0.0,0,dominant
C0179,1679.9988996272486,5,5,335.99889962724865,154.6091847207015,120.0,540.0,2.4988996272486754,1.6583123951777,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0180,839.9849615805896,5,5,167.98496158058958,88.18163074019441,60.0,300.0,3.7349615805895824,0.82915619758885,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0181,1739.981604756172,5,5,347.98160475617186,279.8856909525744,120.0,840.0,2.9816047561718864,1.4142135623730951,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0182,4379.981468920583,5,5,875.9814689205829,272.58760059841313,600.0,1200.0,2.7314689205828735,1.479019945774904,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0183,1619.9819104751218,5,5,323.9819104751219,97.48846085563153,180.0,420.0,2.4819104751218624,1.5,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0184,1980.003643249369,5,5,396.0036432493688,226.4155471693585,240.0,840.0,4.503643249368796,0.5,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0185,3300.0032568361785,5,5,660.0032568361785,305.9411708155671,240.0,1020.0,1.7532568361784486,1.299038105676658,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0186,720.0046385079087,5,5,144.00463850790865,48.0,60.0,180.0,3.504638507908658,1.5,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0187,480.00008076524415,5,5,96.00008076524415,48.0,60.0,180.0,2.2500807652441437,1.6393596310755,2,0.4,0.6,0,0,0,0,0.0,0,dominant
C0188,360.00735868905406,5,5,72.00735868905409,24.0,60.0,120.0,3.757358689054082,0.82915619758885,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0189,540.0088732866695,5,5,108.00887328666954,58.787753826796276,60.0,180.0,3.7588732866695387,1.299038105676658,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0190,1679.9884208997398,5,5,335.9884208997399,129.24395537122808,180.0,540.0,3.488420899739866,1.6583123951777,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0191,2220.0040841147525,5,5,444.0040841147523,297.83216750378057,120.0,900.0,2.7540841147522697,1.299038105676658,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0192,1620.0105480687344,5,5,324.0105480687344,180.3995565404749,120.0,660.0,3.2605480687344026,1.0897247358851685,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0193,1860.0086945954745,5,5,372.0086945954745,191.24852940611072,180.0,720.0,3.2586945954744735,1.479019945774904,2,0.4,0.6,0,0,0,0,0.0,0,dominant
C0194,1859.9891864289991,5,5,371.98918642899906,162.77591959500643,240.0,600.0,3.239186428999077,1.7853571071357126,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0195,780.0041649070824,5,5,156.00416490708244,81.38795979750321,60.0,300.0,3.2541649070824525,0.82915619758885,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0196,1499.9898927638972,5,5,299.98989276389716,185.903200617956,180.0,660.0,4.239892763897168,0.4330127018922193,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0197,959.9910221284892,5,5,191.99102212848925,144.0,60.0,420.0,3.9910221284892544,0.7071067811865476,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0198,2279.9941411147183,5,5,455.99414111471845,134.6996659238619,300.0,600.0,3.7441411147184342,1.6393596310755,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0199,1980.00947432883,5,5,396.00947432883004,275.2162785883132,120.0,900.0,3.0094743288300654,1.224744871391589,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0200,300.01292500019304,5,5,60.01292500019305,0.0,60.0,60.0,3.0129250001930474,1.4142135623730951,1,1.0,0.0,0,0,0,0,0.0,0,dominant
C0201,1499.9869917341657,5,5,299.98699173416577,189.73665961010275,120.0,660.0,1.9869917341657461,1.0,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0202,1559.9935096078689,5,5,311.99350960786876,175.54486605993353,120.0,600.0,4.493509607868769,0.8660254037844386,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0203,1620.0025859208015,5,5,324.00258592080155,180.3995565404749,180.0,600.0,3.0025859208015713,1.224744871391589,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0204,1799.993694828988,5,5,359.9936948289881,242.98148077579904,180.0,840.0,3.2436948289881222,0.82915619758885,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0205,1919.9995738446414,5,5,383.99957384464136,259.04439773907484,120.0,780.0,3.7495738446413465,1.0897247358851685,1,1.0,0.0,0,0,0,0,0.0,0,dominant
C0206,3899.9965841414505,5,5,779.9965841414506,343.62770551863247,480.0,1440.0,4.246584141450666,0.82915619758885,2,0.4,0.6,0,0,0,0,0.0,0,dominant
C0207,660.0013923801835,5,5,132.00139238018343,69.9714227381436,60.0,240.0,3.001392380183442,1.5811388300841898,2,0.4,0.6,0,0,0,0,0.0,0,dominant
C0208,1800.0020719298554,5,5,360.00207192985545,233.92306427541513,120.0,780.0,4.252071929855457,0.82915619758885,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0209,2100.0006526720485,5,5,420.00065267204855,173.89652095427326,240.0,660.0,2.000652672048561,1.0,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0210,1980.004297652715,5,5,396.004297652715,188.21264569629747,120.0,660.0,3.2542976527150165,1.7853571071357126,1,1.0,0.0,0,0,0,0,0.0,0,dominant
C0211,1740.0043497215036,5,5,348.00434972150356,116.34431657799189,180.0,480.0,3.2543497215035333,1.0897247358851685,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0212,1739.9913131059316,5,5,347.9913131059316,209.22714928995234,120.0,660.0,3.2413131059316305,1.299038105676658,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0213,1919.9983432694842,5,5,383.9983432694842,111.28342194594845,240.0,540.0,3.7483432694842094,1.299038105676658,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0214,2099.991607080296,5,5,419.99160708029586,248.83729623993264,240.0,900.0,2.241607080295865,1.6393596310755,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0215,1740.0020019052051,5,5,348.0020019052051,79.5989949685296,240.0,480.0,3.002001905205052,1.5811388300841898,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0216,1619.9891191964666,5,5,323.9891191964665,129.24395537122808,120.0,480.0,3.739119196466512,1.0897247358851685,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0217,1500.0066264567688,5,5,300.00662645676874,100.39920318408906,120.0,420.0,3.5066264567687355,1.118033988749895,2,0.4,0.6,0,0,0,0,0.0,0,dominant
C0218,1740.0033934757332,5,5,348.0033934757331,225.77865266672134,120.0,780.0,4.2533934757331195,0.82915619758885,2,0.4,0.6,0,0,0,0,0.0,0,dominant
C0219,2040.0046012512723,5,5,408.0046012512724,222.5668438918969,120.0,720.0,2.254601251272363,0.82915619758885,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0220,1740.003407841595,5,5,348.00340784159494,103.22790320451152,180.0,480.0,3.0034078415949295,0.7071067811865476,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0221,2099.9999620156777,5,5,419.99996201567797,227.68399153212331,240.0,840.0,3.999962015677949,0.7071067811865476,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0222,3480.007145821828,5,5,696.0071458218282,256.24987804875144,360.0,1080.0,3.2571458218282054,1.479019945774904,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0223,1979.992312895107,5,5,395.99231289510703,129.24395537122808,240.0,600.0,2.492312895107017,1.118033988749895,2,0.4,0.6,0,0,0,0,0.0,0,dominant
C0224,1740.001156454723,5,5,348.0011564547231,194.97692171126306,120.0,660.0,4.7511564547231036,0.4330127018922193,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0225,1560.0141821931559,5,5,312.0141821931559,179.5995545651492,180.0,660.0,3.0141821931558783,0.7071067811865476,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0226,1799.9903659679383,5,5,359.9903659679384,151.7893276880822,240.0,660.0,3.490365967938359,1.5,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0227,1979.9891560772744,5,5,395.98915607727434,209.91426821443082,180.0,780.0,2.489156077274359,1.118033988749895,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0228,1980.0207306687746,5,5,396.0207306687747,180.3995565404749,180.0,660.0,3.0207306687747004,1.224744871391589,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0229,540.0093671987415,5,5,108.00936719874151,96.0,60.0,300.0,3.759367198741514,1.0897247358851685,1,1.0,0.0,0,0,0,0,0.0,0,dominant
C0230,1559.990135758398,5,5,311.9901357583981,153.67498169838836,120.0,540.0,1.4901357583980883,0.8660254037844386,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0231,3000.005825557434,5,5,600.005825557434,315.2142128775287,180.0,1080.0,3.2558255574340684,1.7853571071357126,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0232,960.0212065379961,5,5,192.02120653799616,133.62634470792054,60.0,420.0,3.521206537996164,1.6583123951777,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0233,720.0186871270558,5,5,144.01868712705584,89.7997772825746,60.0,300.0,3.2686871270558346,1.479019945774904,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0234,2099.993948667616,5,5,419.9939486676164,260.1538006641456,180.0,900.0,2.993948667616393,0.0,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0235,1560.008942534367,5,5,312.00894253436695,103.22790320451152,180.0,480.0,4.0089425343669625,1.224744871391589,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0236,1800.003335203907,5,5,360.00333520390694,230.82460874005614,120.0,780.0,4.253335203906935,0.82915619758885,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0237,2459.995701078054,5,5,491.9957010780542,451.23829624711595,180.0,1380.0,3.4957010780542195,1.118033988749895,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0238,3720.0028853036233,5,5,744.0028853036232,361.1980066390179,300.0,1320.0,3.002885303623244,1.224744871391589,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0239,1740.0044655274223,5,5,348.00446552742227,162.77591959500643,180.0,600.0,3.754465527422255,1.0897247358851685,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0240,1860.00567729841,5,5,372.00567729841003,162.77591959500643,120.0,600.0,4.005677298410032,1.0,1,1.0,0.0,0,0,0,0,0.0,0,dominant
C0241,2099.9958658724895,5,5,419.9958658724896,281.42494558940575,120.0,900.0,3.245865872489603,1.479019945774904,1,1.0,0.0,0,0,0,0,0.0,0,dominant
C0242,1380.0045651531045,5,5,276.00456515310447,89.7997772825746,120.0,360.0,3.754565153104457,1.0897247358851685,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0243,2280.021451405638,5,5,456.0214514056381,216.66564102321345,240.0,840.0,4.021451405638112,1.7320508075688772,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0244,1260.0023484894962,5,5,252.00234848949617,153.67498169838836,60.0,480.0,4.252348489496166,0.82915619758885,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0245,1499.9964533658806,5,5,299.99645336588065,107.33126291998991,120.0,420.0,3.7464533658806287,1.6393596310755,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0246,1739.9967522736545,5,5,347.9967522736545,238.1931988953505,120.0,780.0,3.9967522736545336,0.7071067811865476,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0247,4140.001313023837,5,5,828.0013130238369,325.1092124194576,420.0,1320.0,3.2513130238369516,1.479019945774904,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0248,1620.0021728860543,5,5,324.00217288605427,154.6091847207015,180.0,600.0,2.5021728860542916,0.8660254037844386,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0249,1320.0051933656778,5,5,264.0051933656777,89.7997772825746,180.0,420.0,1.7551933656776944,1.299038105676658,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0250,1980.0035116233832,5,5,396.0035116233832,267.2526894158411,120.0,840.0,3.7535116233831793,1.0897247358851685,2,0.4,0.6,0,0,0,0,0.0,0,dominant
C0251,1560.0244710502268,5,5,312.02447105022674,128.12493902437572,120.0,480.0,1.7744710502267311,1.299038105676658,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0252,480.01737306855546,5,5,96.01737306855544,48.0,60.0,180.0,3.017373068555439,1.224744871391589,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0253,959.9942781130292,5,5,191.99427811302917,153.67498169838836,60.0,480.0,2.2442781130291687,0.82915619758885,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0254,1620.0000523368183,5,5,324.00005233681816,81.38795979750321,180.0,420.0,3.7500523368181646,1.0897247358851685,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0255,1379.9971130994904,5,5,275.9971130994905,61.18823416311342,180.0,360.0,3.4971130994904676,1.5,2,0.4,0.6,0,0,0,0,0.0,0,dominant
C0256,2040.000245986053,5,5,408.0002459860529,222.5668438918969,180.0,780.0,3.750245986052896,1.299038105676658,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0257,299.999902635955,5,5,59.999902635955,0.0,60.0,60.0,2.999902635955006,1.224744871391589,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0258,1500.0099425491644,5,5,300.00994254916435,177.9887636902959,120.0,600.0,3.7599425491643443,1.299038105676658,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0259,1559.9907788853293,5,5,311.9907788853293,116.34431657799189,120.0,480.0,3.4907788853292634,1.5,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0260,1679.994065067968,5,5,335.994065067968,282.9558269412383,180.0,900.0,2.9940650679680085,1.4142135623730951,2,0.4,0.6,0,0,0,0,0.0,0,dominant
C0261,2219.992019268112,5,5,443.99201926811196,384.3748170731272,120.0,1200.0,2.7420192681119584,1.479019945774904,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0262,1739.9882590907541,5,5,347.98825909075407,133.62634470792054,240.0,600.0,2.988259090754088,1.5811388300841898,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0263,1559.9923219283983,5,5,311.99232192839816,138.9100428334827,180.0,480.0,3.7423219283981592,1.299038105676658,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0264,1739.9939755107691,5,5,347.9939755107691,289.99310336626974,120.0,900.0,3.74397551076908,1.6393596310755,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0265,1979.9989282572205,5,5,395.9989282572205,202.93841430345316,180.0,660.0,4.498928257220483,0.5,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0266,2039.999961259235,5,5,407.9999612592351,282.44645510255566,120.0,900.0,2.24996125923509,1.6393596310755,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0267,3179.9913132854913,5,5,635.9913132854911,448.35700061446573,240.0,1500.0,2.241313285491092,1.0897247358851685,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0268,2100.0003435302992,5,5,420.00034353029935,207.84609690826528,180.0,720.0,3.500343530299323,1.118033988749895,2,0.4,0.6,0,0,0,0,0.0,0,dominant
C0269,479.9953940227121,5,5,95.99539402271209,48.0,60.0,180.0,2.4953940227120954,1.118033988749895,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0270,1679.9804880409424,5,5,335.98048804094253,159.1979899370592,180.0,600.0,2.9804880409425145,1.224744871391589,1,1.0,0.0,0,0,0,0,0.0,0,dominant
C0271,2519.9932212732715,5,5,503.9932212732717,277.8200856669654,180.0,960.0,2.493221273271695,1.5,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0272,2040.0189235674563,5,5,408.01892356745634,212.6405417600322,180.0,780.0,3.5189235674563215,1.118033988749895,2,0.4,0.6,0,0,0,0,0.0,0,dominant
C0273,1439.996490049535,5,5,287.9964900495349,44.8998886412873,240.0,360.0,3.996490049534907,0.7071067811865476,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0274,2280.0130049079576,5,5,456.01300490795757,226.4155471693585,180.0,840.0,2.0130049079575865,1.224744871391589,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0275,1860.003068682351,5,5,372.00306868235117,279.8856909525744,120.0,840.0,2.2530686823511807,0.4330127018922193,1,1.0,0.0,0,0,0,0,0.0,0,dominant
C0276,1920.0142380577356,5,5,384.01423805773555,139.9428454762872,240.0,600.0,3.7642380577355596,0.4330127018922193,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0277,840.0113096839814,5,5,168.01130968398138,116.34431657799189,60.0,360.0,3.5113096839813815,0.8660254037844386,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0278,599.9870710843369,5,5,119.98707108433692,65.72670690061993,60.0,240.0,2.2370710843369213,1.0897247358851685,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0279,2159.9901764364813,5,5,431.9901764364812,249.99199987199592,180.0,840.0,4.240176436481215,1.299038105676658,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0280,1740.0098866233525,5,5,348.00988662335254,171.3942822850284,120.0,600.0,2.009886623352569,0.7071067811865476,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0281,1980.0005447855817,5,5,396.00054478558167,184.3474979488466,240.0,720.0,3.7505447855816496,1.299038105676658,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0282,419.9710809891388,5,5,83.97108098913877,48.0,60.0,180.0,3.2210809891387657,1.299038105676658,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0283,1679.9961773053244,5,5,335.9961773053245,154.6091847207015,120.0,600.0,4.2461773053245135,0.4330127018922193,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0284,1200.0051044326394,5,5,240.00510443263937,65.72670690061993,180.0,360.0,2.255104432639373,1.0897247358851685,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0285,1799.9921198215661,5,5,359.99211982156623,113.84199576606166,240.0,540.0,4.49211982156621,0.8660254037844386,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0286,779.9980559984399,5,5,155.99805599843987,111.28342194594845,60.0,360.0,2.9980559984398605,1.224744871391589,2,0.4,0.6,0,0,0,0,0.0,0,dominant
C0287,2220.008681224737,5,5,444.0086812247367,253.42454498331452,180.0,840.0,3.5086812247366708,1.5,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0288,1860.0085737074935,5,5,372.0085737074936,244.16387939250964,120.0,780.0,5.008573707493609,0.0,2,0.4,0.6,0,0,0,0,0.0,0,dominant
C0289,2219.997101878617,5,5,443.9971018786167,269.9333251008478,120.0,900.0,1.9971018786166908,1.224744871391589,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0290,2039.9960330367055,5,5,407.99603303670546,266.7133292507144,120.0,900.0,3.246033036705454,1.7853571071357126,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0291,900.0221483376224,5,5,180.0221483376224,100.39920318408906,60.0,360.0,2.5221483376224034,0.8660254037844386,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0292,1800.0011472017818,5,5,360.00114720178175,131.45341380123986,180.0,540.0,3.251147201781744,1.0897247358851685,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0293,1740.0004780923632,5,5,348.0004780923632,148.91608375189028,180.0,540.0,2.0004780923632017,0.7071067811865476,2,0.4,0.6,0,0,0,0,0.0,0,dominant
C0294,960.0110438874761,5,5,192.01104388747615,88.18163074019441,120.0,360.0,1.7610438874761558,0.82915619758885,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0295,1860.0174656375027,5,5,372.01746563750277,264.0,240.0,900.0,2.7674656375027653,1.479019945774904,2,0.4,0.6,0,0,0,0,0.0,0,dominant
C0296,1620.0066663057617,5,5,324.00666630576166,184.3474979488466,120.0,600.0,3.756666305761642,1.299038105676658,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0297,2100.0031959584003,5,5,420.00319595840034,227.68399153212331,240.0,840.0,3.5031959584003274,1.118033988749895,2,0.4,0.6,0,0,0,0,0.0,0,dominant
C0298,3599.9808896252675,5,5,719.9808896252675,268.32815729997475,420.0,1020.0,3.230889625267513,0.82915619758885,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0299,1920.0022935915565,5,5,384.00229359155645,288.0,120.0,840.0,3.5022935915564366,1.5,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0300,1800.0015064052843,5,5,360.0015064052844,211.2818023399081,240.0,780.0,2.251506405284375,0.82915619758885,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0301,360.0071623413532,5,5,72.0071623413532,24.0,60.0,120.0,2.25716234135319,0.82915619758885,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0302,3000.00892568078,5,5,600.0089256807801,494.77267507411926,180.0,1560.0,2.7589256807801146,1.479019945774904,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0303,1739.9990301322991,5,5,347.9990301322992,116.34431657799189,240.0,540.0,2.999030132299174,0.7071067811865476,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0304,1619.9904221465042,5,5,323.99042214650416,111.28342194594845,180.0,480.0,3.240422146504139,1.479019945774904,2,0.4,0.6,0,0,0,0,0.0,0,dominant
C0305,2459.995223291703,5,5,491.9952232917032,216.0,240.0,780.0,3.495223291703199,0.5,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0306,1380.0028896928952,5,5,276.00288969289517,111.28342194594845,180.0,480.0,2.2528896928951925,1.299038105676658,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0307,299.99200136675813,5,5,59.99200136675812,0.0,60.0,60.0,4.49200136675812,0.5,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0308,1500.0051086075161,5,5,300.0051086075162,136.82105101189657,120.0,540.0,3.7551086075161937,1.0897247358851685,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0309,660.0163646764635,5,5,132.0163646764635,44.8998886412873,60.0,180.0,3.516364676463503,1.5,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0310,540.0003054238565,5,5,108.00030542385646,44.8998886412873,60.0,180.0,2.00030542385646,0.7071067811865476,1,1.0,0.0,0,0,0,0,0.0,0,dominant
C0311,419.99591681627464,5,5,83.99591681627463,29.393876913398138,60.0,120.0,2.745916816274634,0.4330127018922193,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0312,1739.9959430903245,5,5,347.9959430903245,148.91608375189028,180.0,600.0,4.245943090324485,0.82915619758885,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0313,2879.991819485373,5,5,575.9918194853732,288.0,240.0,960.0,1.4918194853731401,0.8660254037844386,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0314,1860.0031556418867,5,5,372.00315564188656,205.75713839378696,180.0,720.0,4.253155641886581,0.4330127018922193,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0315,1979.9980467059308,5,5,395.99804670593085,163.65818036383027,180.0,600.0,3.7480467059308458,1.6393596310755,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0316,1799.9862078048434,5,5,359.98620780484333,240.0,180.0,780.0,2.986207804843334,0.7071067811865476,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0317,1860.0075071210986,5,5,372.0075071210986,225.77865266672134,120.0,780.0,3.0075071210986337,0.7071067811865476,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0318,4859.992021522847,5,5,971.9920215228464,670.7130533991418,360.0,2160.0,2.742021522846312,0.4330127018922193,2,0.6,0.4,0,0,0,0,0.0,0,dominant
C0319,1980.0047295976963,5,5,396.00472959769627,192.0,120.0,600.0,3.7547295976962616,1.0897247358851685,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0320,1619.9998339790768,5,5,323.99983397907687,202.93841430345316,120.0,660.0,3.249833979076844,0.82915619758885,2,0.4,0.6,0,0,0,0,0.0,0,dominant
C0321,299.9970219677282,5,5,59.997021967728195,0.0,60.0,60.0,2.7470219677281924,0.82915619758885,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0322,1620.0001860961825,5,5,324.00018609618246,81.38795979750321,240.0,480.0,3.5001860961824383,1.5,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0323,539.9833050770208,5,5,107.98330507702074,69.9714227381436,60.0,240.0,3.7333050770207414,1.6393596310755,2,0.4,0.6,0,0,0,0,0.0,0,dominant
C0324,1619.990060714573,5,5,323.9900607145731,97.48846085563153,180.0,420.0,2.4900607145730986,1.118033988749895,2,0.8,0.2,0,0,0,0,0.0,0,dominant
C0325,719.9969628892003,5,5,143.9969628892003,29.393876913398138,120.0,180.0,2.746962889200303,0.82915619758885,2,0.4,0.6,0,0,0,0,0.0,0,dominant
C0326,1920.0142611980132,5,5,384.0142611980132,202.93841430345316,240.0,780.0,3.764261198013168,1.0897247358851685,2,0.6,0.4,0,0,0,0,0.0,0,dominant
